createAt,manageObject,M8013C5,M8013C9,M8013C13,M8013C15,M8013C17,M8013C18,M8013C19,M8013C35,M8013C36,M8013C37,M8013C43,M8013C44,M8013C45,M8013C47,M8013C54,M8013C55,M8013C56,M8013C62,M8013C70,M8013C71,M8013C83,M8013C84,M8013C85,M8013C109,M8013C111,M8013C113,M8013C114,M8013C24,M8013C25,M8013C6,M8013C31,M8013C32,M8013C87,M8013C10,M8013C110,M8013C2,M8013C49,M8013C90,M8013C123,M8013C79,M8013C116,M8013C29,M8013C40,M8013C95,M8013C122,M8013C61,M8013C57,M8013C1,M8013C89,M8013C72,M8013C60,M8013C58,M8013C39,M8013C3,M8013C41
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-621901,632,571.0,54.0,3.0,576,24.0,40.0,568,40.0,24.0,632,632,67.0,66.0,57.0,54.0,,57.0,46.0,8.0,584,24.0,40.0,6.0,,,3.0,1629117.0,2839285.0,8.0,,,,1.0,,1.0,1.0,8.0,,,,,,,,,,,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-621901,576,540.0,35.0,2.0,542,14.0,22.0,540,22.0,14.0,576,576,37.0,37.0,37.0,35.0,2.0,29.0,29.0,6.0,544,14.0,22.0,3.0,2.0,,,1961230.0,3289926.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-621901,414,370.0,40.0,1.0,375,24.0,16.0,374,16.0,24.0,414,414,44.0,44.0,41.0,40.0,,36.0,30.0,10.0,377,24.0,16.0,3.0,1.0,,1.0,1957123.0,3455814.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-621901,357,301.0,57.0,1.0,302,34.0,24.0,299,24.0,34.0,357,357,58.0,58.0,58.0,57.0,1.0,42.0,46.0,11.0,304,34.0,24.0,,1.0,,,1954037.0,4165561.0,3.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-621901,370,317.0,49.0,5.0,321,23.0,41.0,306,41.0,23.0,370,370,66.0,66.0,54.0,49.0,2.0,59.0,38.0,11.0,330,23.0,41.0,9.0,3.0,,3.0,2237126.0,4150116.0,15.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-621901,642,574.0,56.0,2.0,567,27.0,56.0,559,56.0,27.0,642,639,84.0,82.0,58.0,56.0,1.0,62.0,37.0,19.0,576,27.0,56.0,4.0,6.0,,1.0,2623913.0,5111599.0,8.0,,,,2.0,,2.0,2.0,9.0,,,3.0,,,,,,,,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-621901,819,752.0,69.0,3.0,747,26.0,50.0,743,50.0,26.0,819,819,77.0,77.0,72.0,69.0,2.0,46.0,48.0,21.0,754,26.0,50.0,4.0,1.0,,1.0,3427781.0,5082318.0,4.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-621901,725,674.0,48.0,3.0,677,23.0,29.0,673,29.0,23.0,725,725,57.0,57.0,51.0,48.0,2.0,45.0,38.0,10.0,701,23.0,29.0,,2.0,1.0,,2548727.0,5249503.0,4.0,,,,1.0,,,,24.0,,,,,,,,,,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-621901,712,654.0,48.0,3.0,652,24.0,38.0,650,38.0,24.0,712,711,65.0,64.0,51.0,48.0,2.0,51.0,43.0,5.0,656,24.0,38.0,4.0,2.0,,1.0,2915493.0,5259974.0,2.0,,,,1.0,,1.0,1.0,4.0,,,,,,,,,,,,1.0,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-621901,789,741.0,44.0,2.0,726,22.0,42.0,725,42.0,22.0,789,789,67.0,67.0,46.0,44.0,1.0,53.0,35.0,9.0,730,22.0,42.0,4.0,1.0,,1.0,3510302.0,5835073.0,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-621901,758,717.0,38.0,3.0,707,17.0,39.0,702,39.0,17.0,758,759,59.0,59.0,41.0,38.0,1.0,46.0,33.0,5.0,711,17.0,39.0,7.0,1.0,,1.0,3871363.0,5847704.0,5.0,,,,2.0,,,,4.0,,,,,,,,,1.0,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-621901,677,641.0,35.0,4.0,640,12.0,32.0,633,32.0,12.0,677,678,49.0,49.0,39.0,35.0,3.0,42.0,31.0,4.0,663,12.0,32.0,9.0,3.0,,1.0,4220692.0,6828549.0,7.0,,,,2.0,,,,23.0,,,,,,,,,,,,1.0,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-621901,696,660.0,33.0,2.0,661,17.0,23.0,656,23.0,17.0,696,696,41.0,41.0,35.0,33.0,1.0,30.0,28.0,5.0,675,17.0,23.0,4.0,,,1.0,3464066.0,6096779.0,5.0,,,,,1.0,,,14.0,,,,,,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-621901,738,692.0,36.0,5.0,701,16.0,30.0,692,30.0,16.0,738,738,50.0,50.0,41.0,36.0,3.0,34.0,28.0,8.0,717,16.0,30.0,7.0,3.0,,2.0,4025438.0,6351779.0,9.0,,,,1.0,,,,16.0,,,,,,,,,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-621901,771,728.0,35.0,6.0,732,19.0,36.0,716,36.0,19.0,771,771,59.0,59.0,41.0,35.0,4.0,54.0,30.0,5.0,757,19.0,36.0,14.0,8.0,,2.0,2930198.0,6041813.0,15.0,,,,2.0,,,,25.0,,,,,,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-621901,869,591.0,29.0,4.0,666,10.0,200.0,661,198.0,10.0,673,621,39.0,39.0,33.0,29.0,2.0,33.0,23.0,6.0,675,10.0,200.0,12.0,3.0,,2.0,3248567.0,5141186.0,5.0,,,,1.0,,,,9.0,,31.0,61.0,3.0,2.0,3.0,3.0,,,,,,,,1.0,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-621901,573,533.0,30.0,1.0,536,13.0,27.0,534,26.0,13.0,573,573,46.0,46.0,31.0,30.0,,34.0,26.0,4.0,540,13.0,27.0,3.0,1.0,,,1943004.0,2704151.0,2.0,,,,,,,,4.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-690204,243,93.0,111.0,,134,54.0,56.0,133,56.0,54.0,243,243,157.0,157.0,111.0,111.0,,5.0,111.0,,138,54.0,56.0,2.0,,,,2180100.0,15307044.0,1.0,,,,39.0,,,,4.0,,,,,,,,,,,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-690204,210,67.0,112.0,,101,60.0,49.0,101,49.0,60.0,210,210,145.0,145.0,112.0,112.0,,4.0,110.0,2.0,101,60.0,49.0,,,,,2109772.0,15214734.0,,,,,33.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-690204,222,76.0,104.0,,115,49.0,58.0,115,58.0,49.0,222,222,148.0,145.0,104.0,104.0,,4.0,101.0,3.0,115,49.0,58.0,1.0,3.0,,,2324371.0,14963334.0,,,,,39.0,,3.0,3.0,,,,,,,,,,,,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-690204,230,75.0,114.0,,116,69.0,46.0,115,46.0,69.0,230,230,159.0,159.0,114.0,114.0,,3.0,112.0,2.0,116,69.0,46.0,,,,,2136527.0,14120747.0,1.0,,,,39.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-690204,235,72.0,137.0,2.0,101,88.0,47.0,100,47.0,88.0,235,234,160.0,158.0,139.0,137.0,2.0,3.0,131.0,6.0,102,88.0,47.0,2.0,5.0,,,2116656.0,11106728.0,1.0,,,,28.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-690204,256,95.0,107.0,2.0,144,76.0,37.0,143,37.0,76.0,256,251,156.0,154.0,109.0,107.0,2.0,9.0,104.0,3.0,144,76.0,37.0,1.0,3.0,,,1863275.0,8837536.0,1.0,,,,45.0,,2.0,2.0,,,,5.0,,,,,,,,,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-690204,210,86.0,79.0,1.0,126,47.0,37.0,126,37.0,47.0,210,210,127.0,127.0,80.0,79.0,,8.0,79.0,,126,47.0,37.0,2.0,2.0,,1.0,1774298.0,8613009.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-690204,204,69.0,97.0,3.0,111,53.0,41.0,110,41.0,53.0,204,204,130.0,130.0,100.0,97.0,3.0,8.0,97.0,,116,53.0,41.0,,3.0,,,1664898.0,8766584.0,1.0,,,,36.0,,,,5.0,,,,,,,,,,,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-690204,193,69.0,82.0,1.0,112,48.0,34.0,111,34.0,48.0,193,193,129.0,129.0,83.0,82.0,1.0,9.0,81.0,1.0,112,48.0,34.0,1.0,1.0,,,1453905.0,9062528.0,1.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-690204,195,67.0,81.0,,113,44.0,39.0,112,39.0,44.0,195,193,128.0,124.0,81.0,81.0,,1.0,81.0,,113,44.0,39.0,2.0,3.0,,,1809448.0,9536563.0,1.0,,,,41.0,,4.0,4.0,,,,2.0,,,,,,,,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-690204,199,75.0,90.0,1.0,114,38.0,48.0,113,48.0,38.0,199,198,124.0,122.0,91.0,90.0,,3.0,90.0,,114,38.0,48.0,5.0,2.0,,1.0,1442319.0,8615253.0,1.0,,,,33.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-690204,229,76.0,109.0,,117,71.0,41.0,117,41.0,71.0,229,229,157.0,157.0,109.0,109.0,,,107.0,2.0,117,71.0,41.0,,,,,1261589.0,8973028.0,,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-690204,186,66.0,78.0,,110,46.0,30.0,110,30.0,46.0,186,186,121.0,121.0,78.0,78.0,,,78.0,,110,46.0,30.0,2.0,,,,1088081.0,9172916.0,,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-690204,208,55.0,113.0,,104,66.0,41.0,101,41.0,66.0,208,208,148.0,148.0,113.0,113.0,,,113.0,,104,66.0,41.0,,,,,1024062.0,9513821.0,3.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-690204,232,55.0,139.0,,100,98.0,34.0,100,34.0,98.0,232,232,177.0,177.0,139.0,139.0,,3.0,138.0,1.0,100,98.0,34.0,,,,,1081972.0,10163952.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-690204,170,51.0,76.0,,97,42.0,32.0,96,32.0,42.0,170,170,117.0,116.0,76.0,76.0,,,75.0,1.0,97,42.0,32.0,,1.0,,,1349872.0,8346602.0,1.0,,,,44.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-690204,174,56.0,75.0,,101,35.0,38.0,101,38.0,35.0,174,174,113.0,113.0,75.0,75.0,,,74.0,1.0,101,35.0,38.0,1.0,,,,1289274.0,8446605.0,,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-690204,206,86.0,77.0,,128,36.0,43.0,127,43.0,36.0,206,205,120.0,118.0,77.0,77.0,,,77.0,,128,36.0,43.0,4.0,2.0,,,1309821.0,8118730.0,1.0,,,,41.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-690204,179,65.0,69.0,,113,38.0,29.0,112,29.0,38.0,179,179,113.0,113.0,69.0,69.0,,,69.0,,113,38.0,29.0,,,,,1433411.0,8358088.0,1.0,,,,43.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-690204,163,52.0,75.0,,95,41.0,27.0,95,27.0,41.0,163,163,111.0,111.0,75.0,75.0,,,74.0,1.0,95,41.0,27.0,1.0,,,,1620220.0,8046426.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-690204,204,54.0,105.0,,109,62.0,35.0,107,35.0,62.0,204,204,149.0,149.0,105.0,105.0,,,104.0,1.0,109,62.0,35.0,1.0,,,,1691755.0,8732150.0,2.0,,,,44.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-690204,184,62.0,83.0,,108,46.0,31.0,107,31.0,46.0,184,184,122.0,121.0,83.0,83.0,,,83.0,,108,46.0,31.0,,,,,809203.0,9087565.0,1.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-690204,205,55.0,110.0,,98,76.0,32.0,97,32.0,76.0,205,205,145.0,146.0,110.0,110.0,,,110.0,,98,76.0,32.0,1.0,,,,845975.0,9622281.0,1.0,,,,37.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-690204,221,47.0,135.0,,92,96.0,33.0,92,33.0,96.0,221,221,174.0,174.0,135.0,135.0,,1.0,134.0,1.0,92,96.0,33.0,,,,,1157312.0,9646255.0,,,,,43.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-690204,222,33.0,58.0,,75,36.0,122.0,75,111.0,36.0,144,128,97.0,95.0,58.0,58.0,,3.0,58.0,,75,36.0,122.0,2.0,1.0,,,745334.0,5537613.0,,,,,30.0,,2.0,2.0,,,15.0,24.0,11.0,11.0,11.0,11.0,,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-690204,142,43.0,67.0,,85,30.0,27.0,85,27.0,30.0,142,142,96.0,96.0,67.0,67.0,,1.0,67.0,,85,30.0,27.0,1.0,,,,638329.0,5481439.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-690204,157,29.0,85.0,,79,54.0,24.0,79,24.0,54.0,157,157,127.0,127.0,85.0,85.0,,6.0,83.0,2.0,79,54.0,24.0,,,,,695502.0,6089020.0,,,,,44.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-690204,136,32.0,63.0,,79,23.0,34.0,79,34.0,23.0,136,136,104.0,104.0,63.0,63.0,,,63.0,,79,23.0,34.0,,,,,1264155.0,6621295.0,,,,,45.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-690204,121,25.0,60.0,,60,36.0,26.0,59,26.0,36.0,121,121,97.0,97.0,60.0,60.0,,,60.0,,60,36.0,26.0,,,,,1066035.0,6702538.0,1.0,,,,31.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-690204,133,24.0,61.0,1.0,76,21.0,36.0,76,36.0,21.0,133,133,107.0,107.0,62.0,61.0,,,61.0,,76,21.0,36.0,2.0,1.0,,1.0,1185372.0,6677975.0,,,,,48.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-690204,169,33.0,89.0,,78,58.0,33.0,78,33.0,58.0,169,169,137.0,137.0,89.0,89.0,,,89.0,,78,58.0,33.0,1.0,,,,753441.0,8689198.0,,,,,44.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-690204,171,34.0,103.0,,69,64.0,38.0,69,38.0,64.0,171,171,137.0,137.0,103.0,103.0,,1.0,102.0,1.0,69,64.0,38.0,1.0,,,,982103.0,10289663.0,,,,,32.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-690204,198,24.0,129.0,,74,84.0,40.0,74,40.0,84.0,198,198,174.0,174.0,129.0,129.0,,,129.0,,74,84.0,40.0,,,,,1765032.0,11148437.0,,,,,47.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-690204,138,22.0,69.0,,71,31.0,38.0,69,38.0,31.0,138,138,117.0,117.0,69.0,69.0,,8.0,69.0,,71,31.0,38.0,2.0,,,,856751.0,9317363.0,2.0,,,,45.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-690204,137,30.0,78.0,,67,40.0,30.0,67,30.0,40.0,137,137,105.0,105.0,78.0,78.0,,5.0,76.0,2.0,67,40.0,30.0,2.0,,,,873182.0,9238846.0,,,,,34.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-690204,205,35.0,71.0,4.0,94,49.0,63.0,94,63.0,48.0,205,158,124.0,123.0,75.0,71.0,,3.0,71.0,,94,49.0,63.0,2.0,6.0,,,970219.0,7615564.0,,,,,43.0,,1.0,1.0,,,20.0,55.0,1.0,,1.0,1.0,,,,,,4.0,,,,1.0
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-690204,148,33.0,67.0,,82,42.0,24.0,82,24.0,42.0,148,147,113.0,113.0,67.0,67.0,,,67.0,,82,42.0,24.0,,,,,1424215.0,7153161.0,,,,,44.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-690204,117,22.0,64.0,,56,35.0,26.0,56,26.0,35.0,117,118,94.0,94.0,64.0,64.0,,,64.0,,56,35.0,26.0,1.0,,,,1500711.0,6989414.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-690204,142,16.0,80.0,,66,43.0,34.0,65,34.0,43.0,142,142,127.0,127.0,80.0,80.0,,,80.0,,66,43.0,34.0,,,,,1568723.0,7379251.0,1.0,,,,44.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-690204,147,33.0,70.0,,79,38.0,30.0,79,30.0,38.0,147,147,114.0,114.0,70.0,70.0,,,70.0,,79,38.0,30.0,2.0,,,,1498792.0,7224289.0,,,,,44.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-690204,175,57.0,84.0,,93,52.0,30.0,93,30.0,52.0,175,175,117.0,117.0,84.0,84.0,,,83.0,1.0,93,52.0,30.0,,,,,1477063.0,7372640.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-690204,194,57.0,88.0,,105,56.0,33.0,105,33.0,56.0,194,194,135.0,135.0,88.0,88.0,,,87.0,1.0,105,56.0,33.0,,,,,1544258.0,7797421.0,,,,,46.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-690204,146,47.0,56.0,,88,30.0,28.0,88,28.0,30.0,146,146,103.0,103.0,56.0,56.0,,1.0,56.0,,88,30.0,28.0,3.0,,,,1529329.0,7437666.0,,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-690204,189,63.0,98.0,,97,70.0,23.0,96,23.0,70.0,189,189,126.0,126.0,98.0,98.0,,,96.0,2.0,98,70.0,23.0,,,,,1523581.0,7802025.0,1.0,,,,31.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-690204,175,52.0,79.0,,98,42.0,36.0,97,36.0,42.0,175,175,125.0,125.0,79.0,79.0,,,78.0,1.0,98,42.0,36.0,,,,,1556718.0,7447230.0,1.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-690204,170,56.0,68.0,,102,43.0,25.0,102,25.0,43.0,170,169,116.0,116.0,68.0,68.0,,,68.0,,102,43.0,25.0,,,,,1646815.0,7660563.0,,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-690204,271,138.0,96.0,,177,32.0,65.0,174,65.0,32.0,271,272,133.0,133.0,96.0,96.0,,1.0,96.0,,178,32.0,65.0,,,,,1829973.0,8835539.0,3.0,,,,35.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-690204,326,166.0,121.0,,212,67.0,49.0,210,49.0,67.0,326,326,161.0,161.0,121.0,121.0,,,120.0,1.0,212,67.0,49.0,,,,,2103705.0,11166488.0,2.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-690204,282,80.0,149.0,1.0,132,66.0,84.0,132,84.0,66.0,282,282,211.0,211.0,150.0,149.0,1.0,1.0,149.0,,132,66.0,84.0,,1.0,,,2102527.0,13943204.0,,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-690204,305,91.0,174.0,5.0,126,90.0,89.0,126,89.0,90.0,305,305,220.0,220.0,179.0,174.0,3.0,,174.0,,126,90.0,89.0,3.0,4.0,2.0,,2498670.0,17059328.0,,,,,34.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-690204,310,108.0,160.0,2.0,155,77.0,79.0,154,79.0,77.0,310,310,206.0,206.0,162.0,160.0,1.0,,160.0,,155,77.0,79.0,1.0,2.0,,1.0,2735954.0,17573878.0,1.0,,,,42.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-690204,237,77.0,130.0,,114,63.0,60.0,114,60.0,63.0,237,237,163.0,163.0,130.0,130.0,,,128.0,2.0,114,63.0,60.0,,,,,2421059.0,17441205.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-690204,279,92.0,146.0,1.0,128,82.0,72.0,125,72.0,82.0,279,278,189.0,189.0,147.0,146.0,1.0,,145.0,1.0,130,82.0,72.0,1.0,1.0,,,2255813.0,15701381.0,3.0,,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-690204,256,85.0,134.0,,128,59.0,69.0,128,69.0,59.0,256,256,174.0,174.0,134.0,134.0,,6.0,131.0,3.0,128,59.0,69.0,,,,,1765652.0,17452310.0,,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-690204,298,100.0,159.0,1.0,142,83.0,73.0,142,73.0,83.0,298,298,200.0,200.0,160.0,159.0,1.0,7.0,153.0,6.0,142,83.0,73.0,,1.0,,,1606269.0,17602982.0,,,,,39.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-690204,294,90.0,165.0,2.0,119,94.0,81.0,119,81.0,94.0,294,289,201.0,200.0,167.0,165.0,1.0,5.0,164.0,1.0,119,94.0,81.0,2.0,4.0,1.0,,1676591.0,17011246.0,,,,,31.0,,1.0,1.0,,,,5.0,,,,,,,,,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-690204,302,94.0,152.0,2.0,135,70.0,97.0,135,97.0,70.0,302,296,205.0,199.0,154.0,152.0,2.0,6.0,152.0,,135,70.0,97.0,,7.0,,,1516670.0,15396604.0,,,,,41.0,,6.0,5.0,,,,6.0,,,,,,,,,1.0,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-690204,286,73.0,166.0,1.0,120,96.0,72.0,118,72.0,96.0,286,286,214.0,214.0,167.0,166.0,,6.0,163.0,3.0,120,96.0,72.0,2.0,,,1.0,1415741.0,16075245.0,2.0,,,,44.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-690204,283,89.0,161.0,3.0,123,73.0,87.0,123,87.0,73.0,283,283,196.0,196.0,164.0,161.0,1.0,5.0,160.0,1.0,123,73.0,87.0,2.0,1.0,1.0,1.0,1450961.0,16435719.0,,,,,32.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-690204,290,82.0,164.0,2.0,133,84.0,77.0,129,77.0,84.0,290,290,211.0,210.0,166.0,164.0,,4.0,162.0,2.0,138,84.0,78.0,4.0,1.0,1.0,1.0,1538532.0,16380694.0,4.0,,,,43.0,,,1.0,5.0,1.0,,,,,,,,,,1.0,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-690204,310,102.0,166.0,,145,88.0,77.0,145,77.0,88.0,310,310,211.0,211.0,166.0,166.0,,6.0,163.0,3.0,145,88.0,77.0,,,,,1166436.0,14912605.0,,,,,42.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-690204,255,74.0,152.0,,106,83.0,66.0,106,66.0,83.0,255,255,182.0,182.0,152.0,152.0,,3.0,151.0,1.0,106,83.0,66.0,1.0,,,,1162110.0,15022736.0,,,,,29.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-690204,262,74.0,145.0,1.0,113,78.0,71.0,113,71.0,78.0,262,262,189.0,189.0,146.0,145.0,1.0,5.0,144.0,1.0,113,78.0,71.0,1.0,1.0,,,1155659.0,14577579.0,,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-690204,258,80.0,138.0,,120,65.0,73.0,120,73.0,65.0,258,258,178.0,178.0,138.0,138.0,,4.0,136.0,2.0,120,65.0,73.0,,,,,1210034.0,14850863.0,,,,,41.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-690204,283,105.0,142.0,,146,79.0,62.0,142,62.0,79.0,283,282,174.0,174.0,142.0,142.0,,4.0,141.0,1.0,146,79.0,62.0,,,,,1339647.0,15020541.0,4.0,,,,34.0,,,,,,,1.0,,,,,,,,,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-690204,310,129.0,137.0,2.0,170,62.0,81.0,167,81.0,62.0,310,310,185.0,183.0,139.0,137.0,2.0,5.0,134.0,3.0,173,62.0,81.0,1.0,4.0,,,1317871.0,14394718.0,3.0,,,,43.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-690204,301,103.0,155.0,,143,67.0,91.0,143,91.0,67.0,301,301,200.0,200.0,155.0,155.0,,6.0,155.0,,144,67.0,91.0,2.0,,,,1327307.0,15584872.0,,,,,42.0,,,,1.0,,,,,,,,,,,,,,,,,
